recording_id,is_corrupted,corruption_reason
neurovoz_HC_ESPONTANEA_0053,False,
neurovoz_HC_I1_0053,False,
neurovoz_HC_CALLE_0053,False,
neurovoz_HC_DIABLO_0053,False,
neurovoz_HC_A2_0053,False,
neurovoz_HC_ACAMPADA_0053,False,
neurovoz_HC_E2_0053,False,
neurovoz_HC_ABLANDADA_0053,False,
neurovoz_HC_BARBAS_0053,False,
neurovoz_HC_BURRO_0053,False,
neurovoz_HC_PAN_VINO_0053,False,
neurovoz_HC_O1_0053,False,
neurovoz_HC_SOMBRA_0053,False,
neurovoz_HC_GANGA_0053,False,
neurovoz_HC_U1_0053,False,
neurovoz_HC_PETACA_BLANCA_0053,False,
neurovoz_HC_A1_0053,False,
neurovoz_HC_PIDIO_0053,False,
neurovoz_HC_PATAKA_0053,False,
neurovoz_HC_CARMEN_0053,False,
neurovoz_HC_I2_0054,False,
neurovoz_HC_PATAKA_0054,False,
neurovoz_HC_SOMBRA_0054,False,
neurovoz_HC_PERRO_0054,False,
neurovoz_HC_MANGA_0054,False,
neurovoz_HC_I1_0054,False,
neurovoz_HC_ACAMPADA_0054,False,
neurovoz_HC_ESPONTANEA_0054,False,
neurovoz_HC_PAN_VINO_0054,False,
neurovoz_HC_PIDIO_0054,False,
neurovoz_HC_BARBAS_0054,False,
neurovoz_HC_A1_0054,False,
neurovoz_HC_PATATA_BLANDA_0054,False,
neurovoz_HC_DIABLO_0054,False,
neurovoz_HC_E2_0054,False,
neurovoz_HC_O2_0054,False,
neurovoz_HC_U1_0054,False,
neurovoz_HC_PETACA_BLANCA_0054,False,
neurovoz_HC_O1_0054,False,
neurovoz_HC_TOMAS_0054,False,
neurovoz_HC_GANGA_0054,False,
neurovoz_HC_CARMEN_0054,False,
neurovoz_HC_CALLE_0054,False,
neurovoz_HC_ABLANDADA_0054,False,
neurovoz_HC_A2_0054,False,
neurovoz_HC_BURRO_0054,False,
neurovoz_HC_A1_0055,False,
neurovoz_HC_O2_0055,False,
neurovoz_HC_ESPONTANEA_0055,False,
neurovoz_HC_CALLE_0055,False,
neurovoz_HC_DIABLO_0055,False,
neurovoz_HC_CARMEN_0055,False,
neurovoz_HC_O1_0055,False,
neurovoz_HC_BURRO_0055,False,
neurovoz_HC_MANGA_0055,False,
neurovoz_HC_GANGA_0055,False,
neurovoz_HC_PATAKA_0055,False,
neurovoz_HC_I1_0055,False,
neurovoz_HC_PERRO_0055,False,
neurovoz_HC_PIDIO_0055,False,
neurovoz_HC_ACAMPADA_0055,False,
neurovoz_HC_PETACA_BLANCA_0055,False,
neurovoz_HC_E2_0055,False,
neurovoz_HC_U1_0055,False,
neurovoz_HC_ABLANDADA_0055,False,
neurovoz_HC_A2_0055,False,
neurovoz_HC_PATATA_BLANDA_0055,False,
neurovoz_HC_BARBAS_0055,False,
neurovoz_HC_PAN_VINO_0055,False,
neurovoz_HC_I2_0055,False,
neurovoz_HC_SOMBRA_0055,False,
neurovoz_HC_TOMAS_0055,False,
neurovoz_HC_PETACA_BLANCA_0056,False,
neurovoz_HC_BURRO_0056,False,
neurovoz_HC_A1_0056,False,
neurovoz_HC_ESPONTANEA_0056,False,
neurovoz_HC_I2_0056,False,
neurovoz_HC_I1_0056,False,
neurovoz_HC_O1_0056,False,
neurovoz_HC_PATAKA_0056,False,
neurovoz_HC_MANGA_0056,False,
neurovoz_HC_CALLE_0056,False,
neurovoz_HC_O2_0056,False,
neurovoz_HC_E2_0056,False,
neurovoz_HC_ACAMPADA_0056,False,
neurovoz_HC_PERRO_0056,False,
neurovoz_HC_PAN_VINO_0056,False,
neurovoz_HC_TOMAS_0056,False,
neurovoz_HC_DIABLO_0056,False,
neurovoz_HC_U1_0056,False,
neurovoz_HC_BARBAS_0056,False,
neurovoz_HC_SOMBRA_0056,False,
neurovoz_HC_GANGA_0056,False,
neurovoz_HC_A2_0056,False,
neurovoz_HC_ABLANDADA_0056,False,
neurovoz_HC_PATATA_BLANDA_0056,False,
neurovoz_HC_PIDIO_0056,False,
neurovoz_HC_CARMEN_0056,False,
neurovoz_HC_PERRO_0060,False,
neurovoz_HC_MANGA_0060,False,
neurovoz_HC_O1_0060,False,
neurovoz_HC_DIABLO_0060,False,
neurovoz_HC_ESPONTANEA_0060,False,
neurovoz_HC_PETACA_BLANCA_0060,False,
neurovoz_HC_ABLANDADA_0060,False,
neurovoz_HC_CALLE_0060,False,
neurovoz_HC_O2_0060,False,
neurovoz_HC_CARMEN_0060,False,
neurovoz_HC_BARBAS_0060,False,
neurovoz_HC_A2_0060,False,
neurovoz_HC_BURRO_0060,False,
neurovoz_HC_PIDIO_0060,False,
neurovoz_HC_TOMAS_0060,False,
neurovoz_HC_PAN_VINO_0060,False,
neurovoz_HC_U1_0060,False,
neurovoz_HC_A1_0060,False,
neurovoz_HC_E2_0060,False,
neurovoz_HC_I1_0060,False,
neurovoz_HC_PATAKA_0060,False,
neurovoz_HC_GANGA_0060,False,
neurovoz_HC_PATATA_BLANDA_0060,False,
neurovoz_HC_SOMBRA_0060,False,
neurovoz_HC_ACAMPADA_0060,False,
neurovoz_HC_BARBAS_0061,False,
neurovoz_HC_TOMAS_0061,False,
neurovoz_HC_SOMBRA_0061,False,
neurovoz_HC_PETACA_BLANCA_0061,False,
neurovoz_HC_PERRO_0061,False,
neurovoz_HC_PATAKA_0061,False,
neurovoz_HC_DIABLO_0061,False,
neurovoz_HC_PAN_VINO_0061,False,
neurovoz_HC_E2_0061,False,
neurovoz_HC_I1_0061,False,
neurovoz_HC_CALLE_0061,False,
neurovoz_HC_ACAMPADA_0061,False,
neurovoz_HC_BURRO_0061,False,
neurovoz_HC_PIDIO_0061,False,
neurovoz_HC_A1_0061,False,
neurovoz_HC_O1_0061,False,
neurovoz_HC_U1_0061,False,
neurovoz_HC_MANGA_0061,False,
neurovoz_HC_GANGA_0061,False,
neurovoz_HC_ESPONTANEA_0061,False,
neurovoz_HC_O2_0061,False,
neurovoz_HC_PATATA_BLANDA_0061,False,
neurovoz_HC_A2_0061,False,
neurovoz_HC_ABLANDADA_0061,False,
neurovoz_HC_BARBAS_0062,False,
neurovoz_HC_ESPONTANEA_0062,False,
neurovoz_HC_PERRO_0062,False,
neurovoz_HC_PIDIO_0062,False,
neurovoz_HC_O1_0062,False,
neurovoz_HC_BURRO_0062,False,
neurovoz_HC_ABLANDADA_0062,False,
neurovoz_HC_O2_0062,False,
neurovoz_HC_TOMAS_0062,False,
neurovoz_HC_PATAKA_0062,False,
neurovoz_HC_DIABLO_0062,False,
neurovoz_HC_ACAMPADA_0062,False,
neurovoz_HC_PAN_VINO_0062,False,
neurovoz_HC_A1_0062,False,
neurovoz_HC_U1_0062,False,
neurovoz_HC_I1_0062,False,
neurovoz_HC_E2_0062,False,
neurovoz_HC_CALLE_0062,False,
neurovoz_HC_MANGA_0062,False,
neurovoz_HC_PETACA_BLANCA_0062,False,
neurovoz_HC_SOMBRA_0062,False,
neurovoz_HC_A2_0062,False,
neurovoz_HC_GANGA_0062,False,
neurovoz_HC_CARMEN_0062,False,
neurovoz_HC_I2_0062,False,
neurovoz_HC_PATATA_BLANDA_0062,False,
neurovoz_HC_A2_0063,False,
neurovoz_HC_E2_0063,False,
neurovoz_HC_PETACA_BLANCA_0063,False,
neurovoz_HC_ESPONTANEA_0063,False,
neurovoz_HC_O2_0063,False,
neurovoz_HC_PATAKA_0063,False,
neurovoz_HC_CARMEN_0063,False,
neurovoz_HC_BURRO_0063,False,
neurovoz_HC_ABLANDADA_0063,False,
neurovoz_HC_MANGA_0063,False,
neurovoz_HC_I1_0063,False,
neurovoz_HC_PERRO_0063,False,
neurovoz_HC_ACAMPADA_0063,False,
neurovoz_HC_GANGA_0063,False,
neurovoz_HC_A1_0063,False,
neurovoz_HC_PIDIO_0063,False,
neurovoz_HC_DIABLO_0063,False,
neurovoz_HC_SOMBRA_0063,False,
neurovoz_HC_O1_0063,False,
neurovoz_HC_PATATA_BLANDA_0063,False,
neurovoz_HC_TOMAS_0063,False,
neurovoz_HC_U1_0063,False,
neurovoz_HC_CALLE_0063,False,
neurovoz_HC_PAN_VINO_0063,False,
neurovoz_HC_BARBAS_0063,False,
neurovoz_HC_PATAKA_0064,False,
neurovoz_HC_E2_0064,False,
neurovoz_HC_CALLE_0064,False,
neurovoz_HC_CARMEN_0064,False,
neurovoz_HC_PIDIO_0064,False,
neurovoz_HC_PERRO_0064,False,
neurovoz_HC_O2_0064,False,
neurovoz_HC_U1_0064,False,
neurovoz_HC_I1_0064,False,
neurovoz_HC_MANGA_0064,False,
neurovoz_HC_ACAMPADA_0064,False,
neurovoz_HC_O1_0064,False,
neurovoz_HC_GANGA_0064,False,
neurovoz_HC_PATATA_BLANDA_0064,False,
neurovoz_HC_TOMAS_0064,False,
neurovoz_HC_DIABLO_0064,False,
neurovoz_HC_A1_0064,False,
neurovoz_HC_BURRO_0064,False,
neurovoz_HC_PETACA_BLANCA_0064,False,
neurovoz_HC_PAN_VINO_0064,False,
neurovoz_HC_ABLANDADA_0064,False,
neurovoz_HC_SOMBRA_0064,False,
neurovoz_HC_ESPONTANEA_0064,False,
neurovoz_HC_BARBAS_0064,False,
neurovoz_HC_A1_0065,False,
neurovoz_HC_A2_0065,False,
neurovoz_HC_MANGA_0065,False,
neurovoz_HC_ACAMPADA_0065,False,
neurovoz_HC_PATATA_BLANDA_0065,False,
neurovoz_HC_CARMEN_0065,False,
neurovoz_HC_PAN_VINO_0065,False,
neurovoz_HC_CALLE_0065,False,
neurovoz_HC_DIABLO_0065,False,
neurovoz_HC_U1_0065,False,
neurovoz_HC_PATAKA_0065,False,
neurovoz_HC_PETACA_BLANCA_0065,False,
neurovoz_HC_PIDIO_0065,False,
neurovoz_HC_GANGA_0065,False,
neurovoz_HC_O1_0065,False,
neurovoz_HC_E2_0065,False,
neurovoz_HC_BURRO_0065,False,
neurovoz_HC_TOMAS_0065,False,
neurovoz_HC_I1_0065,False,
neurovoz_HC_ABLANDADA_0065,False,
neurovoz_HC_BARBAS_0065,False,
neurovoz_HC_SOMBRA_0065,False,
neurovoz_HC_O2_0065,False,
neurovoz_HC_PERRO_0065,False,
neurovoz_HC_MANGA_0071,False,
neurovoz_HC_TOMAS_0071,False,
neurovoz_HC_O1_0071,False,
neurovoz_HC_PAN_VINO_0071,False,
neurovoz_HC_O2_0071,False,
neurovoz_HC_PATAKA_0071,False,
neurovoz_HC_CARMEN_0071,False,
neurovoz_HC_U1_0071,False,
neurovoz_HC_PIDIO_0071,False,
neurovoz_HC_PETACA_BLANCA_0071,False,
neurovoz_HC_A1_0071,False,
neurovoz_HC_PATATA_BLANDA_0071,False,
neurovoz_HC_PERRO_0071,False,
neurovoz_HC_SOMBRA_0071,False,
neurovoz_HC_DIABLO_0071,False,
neurovoz_HC_A2_0071,False,
neurovoz_HC_E2_0071,False,
neurovoz_HC_GANGA_0071,False,
neurovoz_HC_BURRO_0071,False,
neurovoz_HC_ABLANDADA_0071,False,
neurovoz_HC_CALLE_0071,False,
neurovoz_HC_BARBAS_0071,False,
neurovoz_HC_I1_0071,False,
neurovoz_HC_ESPONTANEA_0071,False,
neurovoz_HC_ACAMPADA_0071,False,
neurovoz_HC_A1_0072,False,
neurovoz_HC_E2_0072,False,
neurovoz_HC_O1_0072,False,
neurovoz_HC_PERRO_0072,False,
neurovoz_HC_BURRO_0072,False,
neurovoz_HC_CALLE_0072,False,
neurovoz_HC_I2_0072,False,
neurovoz_HC_MANGA_0072,False,
neurovoz_HC_PETACA_BLANCA_0072,False,
neurovoz_HC_A2_0072,False,
neurovoz_HC_PIDIO_0072,False,
neurovoz_HC_ABLANDADA_0072,False,
neurovoz_HC_I1_0072,False,
neurovoz_HC_GANGA_0072,False,
neurovoz_HC_PATAKA_0072,False,
neurovoz_HC_ACAMPADA_0072,False,
neurovoz_HC_O2_0072,False,
neurovoz_HC_SOMBRA_0072,False,
neurovoz_HC_ESPONTANEA_0072,False,
neurovoz_HC_CARMEN_0072,False,
neurovoz_HC_U1_0072,False,
neurovoz_HC_BARBAS_0072,False,
neurovoz_HC_PATATA_BLANDA_0072,False,
neurovoz_HC_TOMAS_0072,False,
neurovoz_HC_PAN_VINO_0072,False,
neurovoz_HC_DIABLO_0072,False,
neurovoz_HC_BARBAS_0073,False,
neurovoz_HC_PATATA_BLANDA_0073,False,
neurovoz_HC_E2_0073,False,
neurovoz_HC_PAN_VINO_0073,False,
neurovoz_HC_A2_0073,False,
neurovoz_HC_O1_0073,False,
neurovoz_HC_CARMEN_0073,False,
neurovoz_HC_ESPONTANEA_0073,False,
neurovoz_HC_A1_0073,False,
neurovoz_HC_PETACA_BLANCA_0073,False,
neurovoz_HC_PATAKA_0073,False,
neurovoz_HC_I2_0073,False,
neurovoz_HC_GANGA_0073,False,
neurovoz_HC_TOMAS_0073,False,
neurovoz_HC_PIDIO_0073,False,
neurovoz_HC_SOMBRA_0073,False,
neurovoz_HC_DIABLO_0073,False,
neurovoz_HC_O2_0073,False,
neurovoz_HC_PERRO_0073,False,
neurovoz_HC_MANGA_0073,False,
neurovoz_HC_U1_0073,False,
neurovoz_HC_ACAMPADA_0073,False,
neurovoz_HC_I1_0073,False,
neurovoz_HC_BURRO_0073,False,
neurovoz_HC_CALLE_0073,False,
neurovoz_HC_ABLANDADA_0073,False,
neurovoz_HC_PIDIO_0074,False,
neurovoz_HC_A2_0074,False,
neurovoz_HC_ESPONTANEA_0074,False,
neurovoz_HC_A1_0074,False,
neurovoz_HC_O2_0074,False,
neurovoz_HC_ABLANDADA_0074,False,
neurovoz_HC_U1_0074,False,
neurovoz_HC_CALLE_0074,False,
neurovoz_HC_I1_0074,False,
neurovoz_HC_O1_0074,False,
neurovoz_HC_E2_0074,False,
neurovoz_HC_ACAMPADA_0074,False,
neurovoz_HC_SOMBRA_0074,False,
neurovoz_HC_BARBAS_0074,False,
neurovoz_HC_MANGA_0074,False,
neurovoz_HC_PETACA_BLANCA_0074,False,
neurovoz_HC_TOMAS_0074,False,
neurovoz_HC_BURRO_0074,False,
neurovoz_HC_CARMEN_0074,False,
neurovoz_HC_PAN_VINO_0074,False,
neurovoz_HC_PATATA_BLANDA_0074,False,
neurovoz_HC_DIABLO_0074,False,
neurovoz_HC_PATAKA_0074,False,
neurovoz_HC_GANGA_0074,False,
neurovoz_HC_PERRO_0074,False,
neurovoz_HC_ABLANDADA_0075,False,
neurovoz_HC_CARMEN_0075,False,
neurovoz_HC_PATAKA_0075,False,
neurovoz_HC_PIDIO_0075,False,
neurovoz_HC_PAN_VINO_0075,False,
neurovoz_HC_PATATA_BLANDA_0075,False,
neurovoz_HC_TOMAS_0075,False,
neurovoz_HC_I1_0075,False,
neurovoz_HC_O2_0075,False,
neurovoz_HC_PERRO_0075,False,
neurovoz_HC_A2_0075,False,
neurovoz_HC_GANGA_0075,False,
neurovoz_HC_A1_0075,False,
neurovoz_HC_DIABLO_0075,False,
neurovoz_HC_CALLE_0075,False,
neurovoz_HC_SOMBRA_0075,False,
neurovoz_HC_MANGA_0075,False,
neurovoz_HC_O1_0075,False,
neurovoz_HC_ACAMPADA_0075,False,
neurovoz_HC_ESPONTANEA_0075,False,
neurovoz_HC_BURRO_0075,False,
neurovoz_HC_U1_0075,False,
neurovoz_HC_BARBAS_0075,False,
neurovoz_HC_E2_0075,False,
neurovoz_HC_PETACA_BLANCA_0075,False,
neurovoz_HC_BARBAS_0076,False,
neurovoz_HC_U1_0076,False,
neurovoz_HC_TOMAS_0076,False,
neurovoz_HC_E2_0076,False,
neurovoz_HC_I1_0076,False,
neurovoz_HC_CARMEN_0076,False,
neurovoz_HC_MANGA_0076,False,
neurovoz_HC_PERRO_0076,False,
neurovoz_HC_PATATA_BLANDA_0076,False,
neurovoz_HC_O1_0076,False,
neurovoz_HC_PETACA_BLANCA_0076,False,
neurovoz_HC_ACAMPADA_0076,False,
neurovoz_HC_DIABLO_0076,False,
neurovoz_HC_ABLANDADA_0076,False,
neurovoz_HC_A2_0076,False,
neurovoz_HC_SOMBRA_0076,False,
neurovoz_HC_PAN_VINO_0076,False,
neurovoz_HC_CALLE_0076,False,
neurovoz_HC_PATAKA_0076,False,
neurovoz_HC_BURRO_0076,False,
neurovoz_HC_A1_0076,False,
neurovoz_HC_GANGA_0076,False,
neurovoz_HC_PIDIO_0076,False,
neurovoz_HC_ESPONTANEA_0076,False,
neurovoz_HC_I2_0076,False,
neurovoz_HC_O2_0076,False,
neurovoz_HC_PERRO_0080,False,
neurovoz_HC_O1_0080,False,
neurovoz_HC_ACAMPADA_0080,False,
neurovoz_HC_GANGA_0080,False,
neurovoz_HC_A2_0080,False,
neurovoz_HC_A1_0080,False,
neurovoz_HC_PETACA_BLANCA_0080,False,
neurovoz_HC_CALLE_0080,False,
neurovoz_HC_PATATA_BLANDA_0080,False,
neurovoz_HC_ESPONTANEA_0080,False,
neurovoz_HC_U1_0080,False,
neurovoz_HC_PIDIO_0080,False,
neurovoz_HC_SOMBRA_0080,False,
neurovoz_HC_BURRO_0080,False,
neurovoz_HC_DIABLO_0080,False,
neurovoz_HC_I1_0080,False,
neurovoz_HC_PAN_VINO_0080,False,
neurovoz_HC_BARBAS_0080,False,
neurovoz_HC_TOMAS_0080,False,
neurovoz_HC_O2_0080,False,
neurovoz_HC_I2_0080,False,
neurovoz_HC_ABLANDADA_0080,False,
neurovoz_HC_E2_0080,False,
neurovoz_HC_CARMEN_0080,False,
neurovoz_HC_MANGA_0080,False,
neurovoz_HC_ESPONTANEA_0081,False,
neurovoz_HC_PAN_VINO_0081,False,
neurovoz_HC_I1_0081,False,
neurovoz_HC_CALLE_0081,False,
neurovoz_HC_ACAMPADA_0081,False,
neurovoz_HC_TOMAS_0081,False,
neurovoz_HC_DIABLO_0081,False,
neurovoz_HC_O1_0081,False,
neurovoz_HC_O2_0081,False,
neurovoz_HC_CARMEN_0081,False,
neurovoz_HC_BARBAS_0081,False,
neurovoz_HC_PATAKA_0081,False,
neurovoz_HC_PERRO_0081,False,
neurovoz_HC_U1_0081,False,
neurovoz_HC_PATATA_BLANDA_0081,False,
neurovoz_HC_E2_0081,False,
neurovoz_HC_I2_0081,False,
neurovoz_HC_SOMBRA_0081,False,
neurovoz_HC_A1_0081,False,
neurovoz_HC_A2_0081,False,
neurovoz_HC_BURRO_0081,False,
neurovoz_HC_MANGA_0081,False,
neurovoz_HC_PETACA_BLANCA_0081,False,
neurovoz_HC_PIDIO_0081,False,
neurovoz_HC_ABLANDADA_0081,False,
neurovoz_HC_GANGA_0081,False,
neurovoz_HC_ACAMPADA_0082,False,
neurovoz_HC_GANGA_0082,False,
neurovoz_HC_TOMAS_0082,False,
neurovoz_HC_SOMBRA_0082,False,
neurovoz_HC_PATATA_BLANDA_0082,False,
neurovoz_HC_PERRO_0082,False,
neurovoz_HC_DIABLO_0082,False,
neurovoz_HC_PATAKA_0082,False,
neurovoz_HC_CARMEN_0082,False,
neurovoz_HC_A1_0082,False,
neurovoz_HC_A2_0082,False,
neurovoz_HC_PAN_VINO_0082,False,
neurovoz_HC_MANGA_0082,False,
neurovoz_HC_I1_0082,False,
neurovoz_HC_PETACA_BLANCA_0082,False,
neurovoz_HC_I2_0082,False,
neurovoz_HC_ESPONTANEA_0082,False,
neurovoz_HC_E2_0082,False,
neurovoz_HC_O2_0082,False,
neurovoz_HC_BURRO_0082,False,
neurovoz_HC_ABLANDADA_0082,False,
neurovoz_HC_U1_0082,False,
neurovoz_HC_CALLE_0082,False,
neurovoz_HC_PIDIO_0082,False,
neurovoz_HC_BARBAS_0082,False,
neurovoz_HC_O1_0082,False,
neurovoz_HC_I1_0083,False,
neurovoz_HC_I2_0083,False,
neurovoz_HC_GANGA_0083,False,
neurovoz_HC_PETACA_BLANCA_0083,False,
neurovoz_HC_MANGA_0083,False,
neurovoz_HC_PIDIO_0083,False,
neurovoz_HC_U1_0083,False,
neurovoz_HC_ACAMPADA_0083,False,
neurovoz_HC_DIABLO_0083,False,
neurovoz_HC_A2_0083,False,
neurovoz_HC_ABLANDADA_0083,False,
